policy_id,generation,source,operation,probability,magnitude
gen03_mut_004,3,heuristic_feedback,HorizontalFlip,0.61,0.22
gen03_mut_004,3,heuristic_feedback,Rotation,0.69,0.74
gen03_mut_005,3,heuristic_feedback,HorizontalFlip,0.89,0.57
gen03_mut_005,3,heuristic_feedback,GaussianBlur,0.93,0.68
gen03_mut_005,3,heuristic_feedback,HorizontalFlip,0.61,0.22
gen03_mut_005,3,heuristic_feedback,Rotation,0.69,0.74
gen03_cross_006,3,heuristic_crossover,ColorJitter,0.95,0.52
gen03_cross_006,3,heuristic_crossover,RandomErasing,0.36,0.52
gen03_cross_006,3,heuristic_crossover,ColorJitter,0.95,0.52
gen03_cross_006,3,heuristic_crossover,RandomErasing,0.36,0.52
gen03_mut_007,3,heuristic_feedback,GaussianBlur,0.51,0.26
gen03_mut_007,3,heuristic_feedback,Rotation,0.92,0.8
gen03_mut_007,3,heuristic_feedback,HorizontalFlip,1.0,0.52
gen03_mut_007,3,heuristic_feedback,GaussianBlur,0.93,0.68
gen03_mut_007,3,heuristic_feedback,HorizontalFlip,0.61,0.22
gen03_mut_007,3,heuristic_feedback,Rotation,0.69,0.74
