policy_id,generation,source,operation,probability,magnitude
gen01_mut_002,1,openai_ranked_mutation,RandomCrop,0.9,0.22
gen01_mut_002,1,openai_ranked_mutation,HorizontalFlip,0.5,0.0
gen01_mut_002,1,openai_ranked_mutation,VerticalFlip,0.5,0.0
gen01_mut_002,1,openai_ranked_mutation,RandomErasing,0.06,0.08
gen01_mut_002,1,openai_ranked_mutation,ColorJitter,0.12,0.08
gen01_cross_003,1,openai_ranked_crossover,RandomCrop,0.9,0.22
gen01_cross_003,1,openai_ranked_crossover,HorizontalFlip,0.5,0.0
gen01_cross_003,1,openai_ranked_crossover,VerticalFlip,0.5,0.0
gen01_cross_003,1,openai_ranked_crossover,RandomErasing,0.06,0.07
gen01_cross_003,1,openai_ranked_crossover,ColorJitter,0.12,0.08
gen01_mut_004,1,openai_ranked_mutation,RandomCrop,0.65,0.18
gen01_mut_004,1,openai_ranked_mutation,HorizontalFlip,0.45,0.0
gen01_mut_004,1,openai_ranked_mutation,VerticalFlip,0.45,0.0
gen01_mut_004,1,openai_ranked_mutation,Rotation,0.18,0.1
gen01_mut_004,1,openai_ranked_mutation,RandomErasing,0.06,0.06
gen01_mut_005,1,openai_ranked_mutation,RandomCrop,0.85,0.2
gen01_mut_005,1,openai_ranked_mutation,HorizontalFlip,0.5,0.0
gen01_mut_005,1,openai_ranked_mutation,VerticalFlip,0.5,0.0
gen01_mut_005,1,openai_ranked_mutation,RandomErasing,0.06,0.07
gen01_mut_005,1,openai_ranked_mutation,ColorJitter,0.12,0.08
gen02_cross_000,2,openai_ranked_crossover,RandomCrop,0.88,0.22
gen02_cross_000,2,openai_ranked_crossover,HorizontalFlip,0.5,0.0
gen02_cross_000,2,openai_ranked_crossover,VerticalFlip,0.5,0.0
gen02_cross_000,2,openai_ranked_crossover,RandomErasing,0.07,0.07
gen02_cross_000,2,openai_ranked_crossover,ColorJitter,0.14,0.07
gen02_mut_001,2,openai_ranked_mutation,RandomCrop,0.85,0.22
gen02_mut_001,2,openai_ranked_mutation,HorizontalFlip,0.5,0.0
gen02_mut_001,2,openai_ranked_mutation,VerticalFlip,0.5,0.0
gen02_mut_001,2,openai_ranked_mutation,RandomErasing,0.07,0.07
gen02_mut_001,2,openai_ranked_mutation,ColorJitter,0.1,0.06
gen02_mut_002,2,openai_ranked_mutation,RandomCrop,0.8,0.22
gen02_mut_002,2,openai_ranked_mutation,HorizontalFlip,0.5,0.0
gen02_mut_002,2,openai_ranked_mutation,VerticalFlip,0.5,0.0
gen02_mut_002,2,openai_ranked_mutation,RandomErasing,0.07,0.07
gen02_mut_002,2,openai_ranked_mutation,ColorJitter,0.08,0.05
gen02_cross_003,2,openai_ranked_crossover,RandomCrop,0.85,0.22
gen02_cross_003,2,openai_ranked_crossover,HorizontalFlip,0.5,0.0
gen02_cross_003,2,openai_ranked_crossover,VerticalFlip,0.5,0.0
gen02_cross_003,2,openai_ranked_crossover,RandomErasing,0.07,0.07
gen02_cross_003,2,openai_ranked_crossover,ColorJitter,0.1,0.05
gen02_mut_004,2,openai_ranked_mutation,RandomCrop,0.85,0.22
gen02_mut_004,2,openai_ranked_mutation,HorizontalFlip,0.5,0.0
gen02_mut_004,2,openai_ranked_mutation,VerticalFlip,0.5,0.0
gen02_mut_004,2,openai_ranked_mutation,RandomErasing,0.07,0.07
gen02_mut_004,2,openai_ranked_mutation,ColorJitter,0.08,0.05
gen02_mut_005_try1,2,openai_ranked_mutation,RandomCrop,0.85,0.22
gen02_mut_005_try1,2,openai_ranked_mutation,HorizontalFlip,0.5,0.0
gen02_mut_005_try1,2,openai_ranked_mutation,VerticalFlip,0.5,0.0
gen02_mut_005_try1,2,openai_ranked_mutation,RandomErasing,0.07,0.07
