policy_id,generation,source,operation,probability,magnitude
gen02_cross_000,2,openai_ranked_crossover,Rotation,0.12,0.08
gen02_mut_001,2,openai_ranked_mutation,RandomCrop,1.0,0.34
gen02_mut_001,2,openai_ranked_mutation,HorizontalFlip,0.5,0.0
gen02_mut_001,2,openai_ranked_mutation,ColorJitter,0.18,0.1
gen02_mut_001,2,openai_ranked_mutation,Rotation,0.12,0.06
gen02_mut_002,2,openai_ranked_mutation,RandomCrop,1.0,0.34
gen02_mut_002,2,openai_ranked_mutation,HorizontalFlip,0.5,0.0
gen02_mut_002,2,openai_ranked_mutation,ColorJitter,0.18,0.1
gen02_mut_002,2,openai_ranked_mutation,Rotation,0.12,0.06
gen02_cross_003,2,openai_ranked_crossover,RandomCrop,1.0,0.32
gen02_cross_003,2,openai_ranked_crossover,HorizontalFlip,0.5,0.0
gen02_cross_003,2,openai_ranked_crossover,ColorJitter,0.2,0.12
gen02_cross_003,2,openai_ranked_crossover,Rotation,0.14,0.08
gen02_mut_004,2,openai_ranked_mutation,RandomCrop,1.0,0.34
gen02_mut_004,2,openai_ranked_mutation,HorizontalFlip,0.5,0.0
gen02_mut_004,2,openai_ranked_mutation,ColorJitter,0.2,0.1
gen02_mut_004,2,openai_ranked_mutation,Rotation,0.12,0.06
gen02_mut_005_try2,2,openai_ranked_mutation,RandomCrop,1.0,0.34
gen02_mut_005_try2,2,openai_ranked_mutation,HorizontalFlip,0.5,0.0
gen02_mut_005_try2,2,openai_ranked_mutation,ColorJitter,0.18,0.1
gen02_mut_005_try2,2,openai_ranked_mutation,Rotation,0.12,0.06
