policy_id,generation,source,operation,probability,magnitude
gen03_mut_000,3,heuristic_feedback,GaussianBlur,0.53,0.79
gen03_mut_000,3,heuristic_feedback,Rotation,0.57,0.34
gen03_mut_000,3,heuristic_feedback,RandomErasing,0.42,0.54
gen03_mut_000,3,heuristic_feedback,Posterize,0.87,0.27
gen03_mut_000,3,heuristic_feedback,Affine,0.35,0.5
gen03_mut_001,3,heuristic_feedback,Rotation,0.41,0.17
gen03_mut_001,3,heuristic_feedback,GaussianBlur,0.47,0.34
gen03_mut_001,3,heuristic_feedback,GaussianBlur,0.53,0.79
gen03_mut_001,3,heuristic_feedback,Rotation,0.57,0.34
gen03_mut_001,3,heuristic_feedback,RandomErasing,0.44,0.58
gen03_mut_001,3,heuristic_feedback,Grayscale,0.5,0.85
gen03_mut_001,3,heuristic_feedback,Affine,0.35,0.5
gen03_mut_002,3,heuristic_feedback,Rotation,0.28,0.16
gen03_mut_002,3,heuristic_feedback,GaussianBlur,0.47,0.34
gen03_mut_002,3,heuristic_feedback,HorizontalFlip,0.4,0.81
gen03_mut_002,3,heuristic_feedback,GaussianBlur,0.53,0.79
gen03_mut_002,3,heuristic_feedback,Rotation,0.57,0.34
gen03_mut_002,3,heuristic_feedback,RandomErasing,0.44,0.58
gen03_mut_002,3,heuristic_feedback,Affine,0.35,0.5
gen03_cross_003,3,heuristic_crossover,Rotation,0.41,0.17
gen03_cross_003,3,heuristic_crossover,GaussianBlur,0.47,0.34
gen03_cross_003,3,heuristic_crossover,HorizontalFlip,0.4,0.81
gen03_cross_003,3,heuristic_crossover,GaussianBlur,0.53,0.79
gen03_cross_003,3,heuristic_crossover,Rotation,0.57,0.34
gen03_cross_003,3,heuristic_crossover,RandomErasing,0.42,0.54
gen03_mut_004,3,heuristic_feedback,GaussianBlur,0.47,0.34
gen03_mut_004,3,heuristic_feedback,HorizontalFlip,0.4,0.81
gen03_mut_004,3,heuristic_feedback,GaussianBlur,0.53,0.79
gen03_mut_004,3,heuristic_feedback,Rotation,0.57,0.34
gen03_mut_004,3,heuristic_feedback,RandomErasing,0.44,0.58
gen03_mut_004,3,heuristic_feedback,Grayscale,0.5,0.85
gen03_mut_004,3,heuristic_feedback,Affine,0.35,0.5
gen03_mut_005,3,heuristic_feedback,Rotation,0.41,0.17
gen03_mut_005,3,heuristic_feedback,GaussianBlur,0.47,0.34
gen03_mut_005,3,heuristic_feedback,HorizontalFlip,0.4,0.81
gen03_mut_005,3,heuristic_feedback,GaussianBlur,0.53,0.79
gen03_mut_005,3,heuristic_feedback,RandomErasing,0.44,0.58
gen03_mut_005,3,heuristic_feedback,Affine,0.35,0.5
gen03_cross_006,3,heuristic_crossover,GaussianBlur,0.53,0.79
gen03_cross_006,3,heuristic_crossover,Rotation,0.57,0.34
gen03_cross_006,3,heuristic_crossover,RandomErasing,0.42,0.54
gen03_cross_006,3,heuristic_crossover,Posterize,0.87,0.27
gen03_cross_006,3,heuristic_crossover,Affine,0.35,0.5
gen03_mut_007,3,heuristic_feedback,Rotation,0.41,0.17
gen03_mut_007,3,heuristic_feedback,GaussianBlur,0.47,0.34
gen03_mut_007,3,heuristic_feedback,HorizontalFlip,0.4,0.81
gen03_mut_007,3,heuristic_feedback,GaussianBlur,0.53,0.79
gen03_mut_007,3,heuristic_feedback,Rotation,0.57,0.34
gen03_mut_007,3,heuristic_feedback,RandomErasing,0.44,0.58
gen03_mut_007,3,heuristic_feedback,Affine,0.35,0.5
