policy_id,generation,source,operation,probability,magnitude
gen03_mut_001,3,pure_evolution_mutation,Rotation,0.69,0.74
gen03_mut_001,3,pure_evolution_mutation,GaussianBlur,0.51,0.26
gen03_mut_001,3,pure_evolution_mutation,Rotation,0.92,0.8
gen03_mut_001,3,pure_evolution_mutation,HorizontalFlip,0.89,0.57
gen03_mut_002,3,pure_evolution_mutation,VerticalFlip,0.49,0.36
gen03_mut_002,3,pure_evolution_mutation,GaussianBlur,0.36,0.15
gen03_mut_002,3,pure_evolution_mutation,Rotation,0.77,1.0
gen03_mut_002,3,pure_evolution_mutation,HorizontalFlip,0.61,0.22
gen03_mut_002,3,pure_evolution_mutation,Rotation,0.69,0.74
gen03_mut_002,3,pure_evolution_mutation,GaussianBlur,0.51,0.26
gen03_mut_002,3,pure_evolution_mutation,Rotation,0.92,0.8
gen03_mut_002,3,pure_evolution_mutation,HorizontalFlip,0.89,0.57
gen03_cross_003,3,pure_evolution_crossover,GaussianBlur,0.93,0.68
gen03_cross_003,3,pure_evolution_crossover,HorizontalFlip,0.61,0.22
gen03_cross_003,3,pure_evolution_crossover,Rotation,0.69,0.74
gen03_cross_003,3,pure_evolution_crossover,GaussianBlur,0.93,0.68
gen03_cross_003,3,pure_evolution_crossover,HorizontalFlip,0.61,0.22
gen03_cross_003,3,pure_evolution_crossover,Rotation,0.69,0.74
gen03_mut_004,3,pure_evolution_mutation,VerticalFlip,0.49,0.36
gen03_mut_004,3,pure_evolution_mutation,GaussianBlur,0.36,0.15
gen03_mut_004,3,pure_evolution_mutation,GaussianBlur,0.93,0.68
gen03_mut_004,3,pure_evolution_mutation,HorizontalFlip,0.61,0.22
gen03_mut_004,3,pure_evolution_mutation,Rotation,0.69,0.74
gen03_mut_004,3,pure_evolution_mutation,Rotation,0.92,0.8
gen03_mut_004,3,pure_evolution_mutation,HorizontalFlip,0.89,0.57
gen03_mut_005,3,pure_evolution_mutation,VerticalFlip,0.49,0.36
gen03_mut_005,3,pure_evolution_mutation,GaussianBlur,0.36,0.15
gen03_mut_005,3,pure_evolution_mutation,Rotation,0.82,0.81
gen03_mut_005,3,pure_evolution_mutation,HorizontalFlip,0.61,0.22
gen03_mut_005,3,pure_evolution_mutation,Rotation,0.78,0.52
gen03_mut_005,3,pure_evolution_mutation,GaussianBlur,0.51,0.26
gen03_mut_005,3,pure_evolution_mutation,Rotation,0.92,0.8
gen03_mut_005,3,pure_evolution_mutation,HorizontalFlip,0.89,0.57
gen03_cross_006,3,pure_evolution_crossover,GaussianBlur,0.93,0.68
gen03_cross_006,3,pure_evolution_crossover,HorizontalFlip,0.61,0.22
gen03_cross_006,3,pure_evolution_crossover,Rotation,0.69,0.74
gen03_cross_006,3,pure_evolution_crossover,GaussianBlur,0.51,0.26
gen03_cross_006,3,pure_evolution_crossover,Rotation,0.92,0.8
gen03_cross_006,3,pure_evolution_crossover,HorizontalFlip,0.89,0.57
gen03_mut_007,3,pure_evolution_mutation,VerticalFlip,0.49,0.36
gen03_mut_007,3,pure_evolution_mutation,GaussianBlur,0.36,0.15
gen03_mut_007,3,pure_evolution_mutation,GaussianBlur,0.93,0.68
gen03_mut_007,3,pure_evolution_mutation,HorizontalFlip,0.61,0.22
gen03_mut_007,3,pure_evolution_mutation,Rotation,0.69,0.74
gen03_mut_007,3,pure_evolution_mutation,GaussianBlur,0.51,0.26
gen03_mut_007,3,pure_evolution_mutation,Rotation,0.92,0.8
gen03_mut_007,3,pure_evolution_mutation,HorizontalFlip,0.89,0.57
